"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Coarse_STE","Coarse_STE_rank"
"806","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Nautarachnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nautarachna","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"807","Annelida","ZZZ","ZZZ","Polychaeta","Palpata","ZZZ","ZZZ","Aciculata","Phyllodocida","ZZZ","ZZZ","Nereididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neanthes","ZZZ","ZZZ","limnicola","ZZZ","Neanthes limnicola","Species"
"811","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","Deronectina","Nectoporus","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"813","Nemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nemata","Phylum"
"814","Nemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nemata","Phylum"
"815","Nemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nemata","Phylum"
"816","Nemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nemata","Phylum"
"819","Nematomorpha","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nematomorpha","Phylum"
"823","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Neoacaridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoacarus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"824","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"825","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"826","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"827","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"828","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"829","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"830","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"831","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Neoleptophlebia/Paraleptophlebia","Genus"
"838","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Nepomorpha","Notonectoidea","Pleidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neoplea","ZZZ","ZZZ","striola","ZZZ","Neoplea striola","Species"
"839","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Neoporus","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"841","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","Hydroptilinae","ZZZ","Neotrichiini","ZZZ","ZZZ","Neotrichia","ZZZ","ZZZ","ZZZ","ZZZ","Neotrichia","Genus"
"842","Annelida","ZZZ","ZZZ","Polychaeta","Palpata","ZZZ","ZZZ","Aciculata","Phyllodocida","ZZZ","ZZZ","Nereididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Nereididae","Family"
"843","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Unionicolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neumania","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"844","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","Polycentropodinae","ZZZ","ZZZ","ZZZ","ZZZ","Neureclipsis","ZZZ","ZZZ","ZZZ","ZZZ","Neureclipsis","Genus"
"845","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","Neuropterida","Neuroptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Neuroptera","Order"
"850","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Nepomorpha","Notonectoidea","Notonectidae","Notonectinae","ZZZ","Notonectini","ZZZ","ZZZ","Notonecta","ZZZ","ZZZ","ZZZ","ZZZ","Notonecta","Genus"
"851","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Nepomorpha","Notonectoidea","Notonectidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Notonectidae","Family"
"856","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Aturidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ocybrachypoda","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"857","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Odonata","Order"
"863","Porifera","ZZZ","ZZZ","Demospongiae","ZZZ","ZZZ","ZZZ","Dictyoceratida","ZZZ","ZZZ","ZZZ","Thorectidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oligoceras","ZZZ","ZZZ","ZZZ","ZZZ","Oligoceras","Genus"
"877","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Gerromorpha","Hydrometroidea","Macroveliidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oravelia","ZZZ","ZZZ","ZZZ","ZZZ","Oravelia","Genus"
"881","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Anisitsiellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oregonacarus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"883","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Oreodytes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"884","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Oreodytes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"885","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Oreodytes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"886","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Oreodytes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"888","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Sarcoptiformes","Oribatida","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"889","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Sarcoptiformes","Oribatida","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"907","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Oxidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"908","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Oxidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oxus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"910","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","Hydroptilinae","ZZZ","Hydroptilini","ZZZ","ZZZ","Oxyethira","ZZZ","ZZZ","ZZZ","ZZZ","Oxyethira","Genus"
"918","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Zopheridae","Colydiinae","ZZZ","ZZZ","ZZZ","ZZZ","Paha","ZZZ","ZZZ","ZZZ","ZZZ","Paha","Genus"
"919","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","Ptilocolepinae","ZZZ","ZZZ","ZZZ","ZZZ","Palaeagapetus","ZZZ","ZZZ","nearcticus","ZZZ","Palaeagapetus","Genus"
"921","Mollusca","ZZZ","ZZZ","Bivalvia","Palaeoheterodonta","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Palaeoheterodonta","Subclass"
"922","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Panisopsis","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"926","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Paracloeodes","ZZZ","ZZZ","ZZZ","ZZZ","Paracloeodes","Genus"
"938","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Mideopsidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Paramideopsis","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"950","Arthropoda","Chelicerata","ZZZ","Arachnida","ZZZ","ZZZ","ZZZ","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Parathyas","ZZZ","ZZZ","ZZZ","ZZZ","Parathyas","Genus"
"953","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Leptoceroidea","Odontoceridae","Odontocerinae","ZZZ","ZZZ","ZZZ","ZZZ","Parthina","ZZZ","ZZZ","ZZZ","ZZZ","Parthina","Genus"
"954","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Leptoceroidea","Odontoceridae","Odontocerinae","ZZZ","ZZZ","ZZZ","ZZZ","Parthina","ZZZ","ZZZ","ZZZ","ZZZ","Parthina","Genus"
"955","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Partnunia","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"959","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Apataniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Pedomoecus","ZZZ","ZZZ","sierra","ZZZ","Pedomoecus","Genus"
"960","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Apataniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Pedomoecus","ZZZ","ZZZ","sierra","ZZZ","Pedomoecus","Genus"
"980","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Philopotamoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Philopotamoidea","Superfamily"
"982","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Phryganeoidea","Phryganeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Phryganeidae","Family"
"988","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Piona","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"989","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"990","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"1000","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Athienemanniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Platyhydracarus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"1003","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Plauditus","ZZZ","ZZZ","ZZZ","ZZZ","Plauditus","Genus"
"1004","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Plecoptera","Order"
"1011","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropodidae","Family"
"1012","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropodidae","Family"
"1013","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropodidae","Family"
"1014","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Trichoptera","Annulipalpia","ZZZ","Hydropsychoidea","Polycentropodidae","Polycentropodinae","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropus","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropus","Genus"
"1015","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","Polycentropodinae","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropus","ZZZ","ZZZ","ZZZ","ZZZ","Polycentropus","Genus"
"1016","Annelida","ZZZ","ZZZ","Polychaeta","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Polychaeta","Class"
"1020","Porifera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Porifera","Phylum"
"1021","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Dryopidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Postelichus","ZZZ","ZZZ","ZZZ","ZZZ","Postelichus","Genus"
"1032","Annelida","ZZZ","ZZZ","Polychaeta","Palpata","ZZZ","ZZZ","Aciculata","Phyllodocida","ZZZ","ZZZ","Syllidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Procerastea","ZZZ","ZZZ","nematodes","ZZZ","Procerastea nematodes","Species"
"1043","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Protziidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Protzia","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"1044","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Protziidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Protzia","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"1053","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Pseudofeltria","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"1068","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Psychomyiidae","Psychomyiinae","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyia","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyia","Genus"
"1069","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Psychomyiidae","Psychomyiinae","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyia","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyia","Genus"
"1070","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Psychomyiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyiidae","Family"
"1071","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcellini","ZZZ","ZZZ","Pteronarcella","ZZZ","ZZZ","ZZZ","ZZZ","Pteronarcella","Genus"
"1072","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcellini","ZZZ","ZZZ","Pteronarcella","ZZZ","ZZZ","ZZZ","ZZZ","Pteronarcella","Genus"
"1073","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcellini","ZZZ","ZZZ","Pteronarcella","ZZZ","ZZZ","ZZZ","ZZZ","Pteronarcella","Genus"
"1074","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Pteronarcyidae","Family"
"1075","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcyini","ZZZ","ZZZ","Pteronarcys","ZZZ","ZZZ","ZZZ","ZZZ","Pteronarcys","Genus"
"1076","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcyini","ZZZ","ZZZ","Pteronarcys","ZZZ","ZZZ","californica","ZZZ","Pteronarcys californica","Species"
"1077","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcyini","ZZZ","ZZZ","Pteronarcys","ZZZ","ZZZ","dorsata","ZZZ","Pteronarcys dorsata","Species"
"1078","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Pteronarcyidae","Pteronarcyinae","ZZZ","Pteronarcyini","ZZZ","ZZZ","Pteronarcys","ZZZ","ZZZ","princeps","ZZZ","Pteronarcys princeps","Species"
"1079","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Ptilodactylidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ptilodactylidae","Family"
"1080","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Phryganeoidea","Phryganeidae","Phryganeinae","ZZZ","ZZZ","ZZZ","ZZZ","Ptilostomis","ZZZ","ZZZ","ZZZ","ZZZ","Ptilostomis","Genus"
"1153","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Sanfilippodytes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"1159","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Scirtoidea","Scirtidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Scirtidae","Family"
"1160","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Scirtoidea","Scirtidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Scirtidae","Family"
